timestamp,pool_id,apy,tvl,token_price,oracle_price
2025-08-03,Lido_stETH,0.02788,31061520555.0,1.0,1.0
2025-08-04,Lido_stETH,0.02642,33077498057.0,1.0327142989959093,1.0327142989959093
2025-08-05,Lido_stETH,0.02649,31853925612.0,1.0612826561918929,1.0612826561918929
2025-08-06,Lido_stETH,0.026699999999999998,32675115384.0,1.039091553551506,1.039091553551506
2025-08-07,Lido_stETH,0.02624,34596384973.0,1.0619327178928033,1.0619327178928033
2025-08-08,Lido_stETH,0.0265,35674338081.0,1.1407780190377954,1.1407780190377954
2025-08-09,Lido_stETH,0.0268,38035358220.0,1.1727582279657864,1.1727582279657864
2025-08-10,Lido_stETH,0.02628,37465271387.0,1.2291075911119373,1.2291075911119373
2025-08-11,Lido_stETH,0.026699999999999998,37333879288.0,1.2446953276422152,1.2446953276422152
2025-08-12,Lido_stETH,0.02699,40364975323.0,1.2441604556656778,1.2441604556656778
2025-08-13,Lido_stETH,0.02902,42035081155.0,1.3459387459722587,1.3459387459722587
2025-08-14,Lido_stETH,0.027639999999999998,39871809707.0,1.3818421113796948,1.3818421113796948
2025-08-15,Lido_stETH,0.03088,39393948759.0,1.3449092367050948,1.3449092367050948
2025-08-16,Lido_stETH,0.02704,38927097363.0,1.2890741214206025,1.2890741214206025
2025-08-17,Lido_stETH,0.02638,39808694940.0,1.2905674739680177,1.2905674739680177
2025-08-18,Lido_stETH,0.02659,38579205794.0,1.247812267571588,1.247812267571588
2025-08-19,Lido_stETH,0.02648,36437883738.0,1.2252667116028264,1.2252667116028264
2025-08-20,Lido_stETH,0.02613,38245331447.0,1.2002777519523986,1.2002777519523986
2025-08-21,Lido_stETH,0.02659,37373119182.0,1.2505752603198215,1.2505752603198215
2025-08-22,Lido_stETH,0.0276,42441513059.0,1.2375865468821041,1.2375865468821041
2025-08-23,Lido_stETH,0.02841,41634215940.0,1.3575126673484565,1.3575126673484565
2025-08-24,Lido_stETH,0.02598,41445697460.0,1.3825248698400892,1.3825248698400892
2025-08-25,Lido_stETH,0.02727,38363340938.0,1.376405734395246,1.376405734395246
2025-08-26,Lido_stETH,0.02798,40136530454.0,1.2765927156935664,1.2765927156935664
2025-08-27,Lido_stETH,0.02618,39561012990.0,1.3247838415767943,1.3247838415767943
2025-08-28,Lido_stETH,0.02658,39184519025.0,1.3173228895500186,1.3173228895500186
2025-08-29,Lido_stETH,0.026150000000000003,37969130880.0,1.3043010877649683,1.3043010877649683
2025-08-30,Lido_stETH,0.02632,38075142811.0,1.2620688452956488,1.2620688452956488
2025-08-31,Lido_stETH,0.027360000000000002,38683077568.0,1.2930980383042021,1.2930980383042021
2025-09-01,Lido_stETH,0.02783,37110426917.0,1.271113215879509,1.271113215879509
2025-09-02,Lido_stETH,0.02774,37532415195.0,1.2676035468575677,1.2676035468575677
