timestamp,pool_id,apy,tvl,token_price,oracle_price
2024-01-01,Aave_USDC,0.0501371226858895,107407277.73829487,1.0,1.0003678878866946
2024-01-02,Aave_USDC,0.04966912983808127,96282058.85593718,1.000197462207029,1.0010392719374086
2024-01-03,Aave_USDC,0.05000683287619418,95888749.9135484,1.0009087397742034,1.0018996499703388
2024-01-04,Aave_USDC,0.050430086998570225,101011530.95915596,1.0008486624142334,1.0021318600800406
2024-01-05,Aave_USDC,0.049552121163676,104221925.9524266,1.0012767293466247,1.0029335395342267
2024-01-06,Aave_USDC,0.048966140385587956,100057130.2778033,1.0015791255078823,1.0035760012352009
2024-01-07,Aave_USDC,0.049023668567013234,106644802.95218495,1.0025317218806824,1.0047151929971039
2024-01-08,Aave_USDC,0.048881359400458624,104283969.91283263,1.0035159421838415,1.0058816921301041
2024-01-09,Aave_USDC,0.048873798879581695,104209100.3344503,1.0019523579320133,1.0044706243300294
2024-01-10,Aave_USDC,0.048489929112173584,102770582.50662047,0.9997343799529581,1.0019179579152266
2024-01-11,Aave_USDC,0.04888565820086185,111638265.50173043,1.0009198808679431,1.0033164584732652
2024-01-12,Aave_USDC,0.04923566457180488,98974191.55566978,1.0023019091817051,1.0042941154016352
2024-01-13,Aave_USDC,0.04926537838570743,89982388.53966743,1.001368200328178,1.0031198446916552
2024-01-14,Aave_USDC,0.049772636928843046,108021271.8075857,0.9995568370891139,1.001696209136401
2024-01-15,Aave_USDC,0.04998301613285647,97711502.84521587,0.9997968722417809,1.0021887728884367
2024-01-16,Aave_USDC,0.049596334524559006,100539402.22171517,1.000908148073146,1.00374933204149
2024-01-17,Aave_USDC,0.04976227237739613,106547753.42430264,1.0029302671288904,1.0056954499580473
2024-01-18,Aave_USDC,0.04933077520702308,91988702.29470538,1.0036094038879773,1.0060295368358414
2024-01-19,Aave_USDC,0.049726077842611356,93741763.9294693,1.0033558313914108,1.005702979648042
2024-01-20,Aave_USDC,0.04970361118266754,91993610.31440574,1.0025549379497662,1.0049309002722597
2024-01-21,Aave_USDC,0.04962042311907217,96029318.54987288,1.002703754329303,1.005103830017556
2024-01-22,Aave_USDC,0.0493140048240904,102198183.03008497,1.002526445604895,1.005267060284527
2024-01-23,Aave_USDC,0.04986414842649371,102620939.21406385,1.001598352218163,1.0042278754026561
2024-01-24,Aave_USDC,0.049794610159562755,101381370.89664277,1.0038857801503231,1.0066273293012078
2024-01-25,Aave_USDC,0.04960186263958936,92936170.58053817,1.0059008297675744,1.008349543631694
2024-01-26,Aave_USDC,0.04944340254186965,88449482.81683677,1.0072352453477407,1.0098232802755494
2024-01-27,Aave_USDC,0.04968294167536866,100271767.92695192,1.0064020507116531,1.0089888833275815
